timestamp,office_load_kwh,pv_kw,wind_kw,renewable_kw,export_price_eur_kwh,import_price_eur_kwh,temperature_c,irradiance,p_import_kw,p_export_kw,p_gen_kw,p_charge_kw,p_discharge_kw,p_curtail_kw,p_pev_kw,soc_kwh,soc_pct,net_cost_eur,fuel_cost_eur_kwh
2022-01-01 00:00:00,66.60647372786357,0.0,1.301697972839202,1.301697972839202,0.17028000000000001,0.46868,11.739165861784254,0.0,0.0,0.0,65.30477575502437,0.0,0.0,0.0,0.0,65.0,0.5,29.387149089760964,0.45
2022-01-01 01:00:00,67.16783874151238,0.0,4.18035643105884,4.18035643105884,0.15572,0.46868,12.294596822354675,0.0,0.0,0.0,62.987482310453544,0.0,0.0,0.0,0.0,65.0,0.5,28.344367039704096,0.45
2022-01-01 02:00:00,53.27173632587012,0.0,0.95978375432514,0.95978375432514,0.14709,0.46868,11.745484364039392,0.0,0.0,0.0,62.311952571544985,0.0,0.0,0.0,10.0,65.0,0.5,28.040378657195244,0.45
2022-01-01 03:00:00,68.83151712278038,0.0,1.03590266555646,1.03590266555646,0.091,0.46868,11.019554378751488,0.0,0.0,0.0,67.79561445722392,0.0,0.0,0.0,0.0,65.0,0.5,30.508026505750763,0.45
2022-01-01 04:00:00,63.54718492450819,0.0,0.0,0.0,0.104,0.46868,10.391654301291414,0.0,0.0,0.0,63.54718492450819,0.0,0.0,0.0,0.0,65.0,0.5,28.596233216028686,0.45
2022-01-01 05:00:00,53.01880809998819,0.0,0.930435133246398,0.930435133246398,0.1406,0.46868,10.357827921887557,0.0,0.0,0.0,62.088372966741794,0.0,0.0,0.0,10.0,65.0,0.5,27.93976783503381,0.45
2022-01-01 06:00:00,57.64596437734097,0.0,3.470774065054878,3.470774065054878,0.14709,0.46868,10.065056066064306,0.0,0.0,0.0,54.17519031228609,0.0,0.0,0.0,0.0,65.0,0.5,24.37883564052874,0.45
2022-01-01 07:00:00,66.37363038409968,0.0,0.0,0.0,0.09999,0.46868,9.17186680206984,0.0,0.0,0.0,69.53029057161697,0.0,0.0,0.0,3.1566601875172937,65.0,0.5,31.28863075722764,0.45
2022-01-01 08:00:00,75.84613670868595,5.100377595381575,1.6018210510586879,6.702198646440263,0.06799,0.46868,9.17029412642036,0.0803628724082393,0.0,0.0,69.14393806224568,0.0,0.0,0.0,0.0,65.0,0.5,31.114772128010557,0.45
2022-01-01 09:00:00,73.64177070398553,7.17585985718922,0.0,7.17585985718922,0.095,0.46868,7.823823302499258,0.1429234197831539,0.0,0.0,66.4659108467963,0.0,0.0,0.0,0.0,65.0,0.5,29.90965988105834,0.45
